     4946        8     1006      284     3648  0
   476    24  1  1   382
   477    24  1  1   342
   476    25  1  1   304
   477    25  1  1   239
   480   158  1  1   376
   481   158  1  1   696
   480   159  1  1   249
   481   159  1  1   475
     0     0  2  2  3556
     2     0  2  2  3630
     4     0  2  2  3508
     6     0  2  2  3400
     8     0  2  2  3516
    10     0  2  2  3725
    12     0  2  2  3818
    14     0  2  2  3782
    16     0  2  2  3679
    18     0  2  2  3619
    20     0  2  2  3554
    22     0  2  2  3470
    24     0  2  2  3446
    26     0  2  2  3472
    28     0  2  2  3570
    30     0  2  2  3680
    32     0  2  2  3643
    34     0  2  2  3622
    36     0  2  2  3745
    38     0  2  2  3831
    40     0  2  2  3821
    42     0  2  2  3749
    44     0  2  2  3681
    46     0  2  2  3650
    48     0  2  2  3612
    50     0  2  2  3587
    52     0  2  2  3593
    54     0  2  2  3644
    56     0  2  2  3656
    58     0  2  2  3646
    60     0  2  2  3692
    62     0  2  2  3694
    64     0  2  2  3603
    66     0  2  2  3513
    68     0  2  2  3507
    70     0  2  2  3481
    72     0  2  2  3471
    74     0  2  2  3646
    76     0  2  2  3929
    78     0  2  2  4022
    80     0  2  2  3890
    82     0  2  2  3774
    84     0  2  2  3840
    86     0  2  2  4002
    88     0  2  2  4101
    90     0  2  2  4141
    92     0  2  2  4209
    94     0  2  2  4332
    96     0  2  2  4385
    98     0  2  2  4301
   100     0  2  2  4173
   102     0  2  2  4087
   104     0  2  2  3979
   106     0  2  2  3906
   108     0  2  2  3937
   110     0  2  2  3978
   112     0  2  2  3958
   114     0  2  2  3931
   116     0  2  2  3926
   118     0  2  2  3904
   120     0  2  2  3860
   122     0  2  2  3840
   124     0  2  2  3799
   126     0  2  2  3706
   128     0  2  2  3761
   130     0  2  2  3727
   132     0  2  2  3702
   134     0  2  2  3890
   136     0  2  2  3926
   138     0  2  2  3890
   140     0  2  2  4020
   142     0  2  2  4171
   144     0  2  2  4173
   146     0  2  2  4104
   148     0  2  2  4038
   150     0  2  2  4011
   152     0  2  2  4028
   154     0  2  2  4048
   156     0  2  2  4007
   158     0  2  2  3912
   160     0  2  2  3897
   162     0  2  2  4028
   164     0  2  2  4142
   166     0  2  2  4141
   168     0  2  2  4043
   170     0  2  2  3859
   172     0  2  2  3745
   174     0  2  2  3762
   176     0  2  2  3828
   178     0  2  2  3943
   180     0  2  2  4148
   182     0  2  2  4301
   184     0  2  2  4344
   186     0  2  2  4340
   188     0  2  2  4351
   190     0  2  2  4390
   192     0  2  2  4478
   194     0  2  2  4606
   196     0  2  2  4654
   198     0  2  2  4582
   200     0  2  2  4485
   202     0  2  2  4468
   204     0  2  2  4520
   206     0  2  2  4566
   208     0  2  2  4594
   210     0  2  2  4656
   212     0  2  2  4674
   214     0  2  2  4515
   216     0  2  2  4212
   218     0  2  2  3958
   220     0  2  2  3754
   222     0  2  2  3498
   224     0  2  2  3033
   226     0  2  2  2588
   228     0  2  2  2034
   230     0  2  2  2034
   232     0  2  2  2633
   234     0  2  2  3324
   236     0  2  2  3643
   238     0  2  2  3963
   240     0  2  2  4265
   242     0  2  2  4260
   244     0  2  2  4352
   246     0  2  2  4413
   248     0  2  2  4472
   250     0  2  2  4471
   252     0  2  2  4310
   254     0  2  2  4375
   256     0  2  2  4544
   258     0  2  2  4612
   260     0  2  2  4562
   262     0  2  2  4531
   264     0  2  2  4646
   266     0  2  2  4757
   268     0  2  2  4758
   270     0  2  2  4768
   272     0  2  2  4761
   274     0  2  2  4720
   276     0  2  2  4687
   278     0  2  2  4628
   280     0  2  2  4587
   282     0  2  2  4386
   284     0  2  2  4322
   286     0  2  2  4253
   288     0  2  2  4203
   290     0  2  2  4190
   292     0  2  2  4159
   294     0  2  2  4357
   296     0  2  2  4535
   298     0  2  2  4469
   300     0  2  2  4430
   302     0  2  2  4491
   304     0  2  2  4556
   306     0  2  2  4554
   308     0  2  2  4472
   310     0  2  2  4319
   312     0  2  2  4201
   314     0  2  2  4187
   316     0  2  2  4264
   318     0  2  2  4411
   320     0  2  2  4624
   322     0  2  2  4749
   324     0  2  2  4750
   326     0  2  2  4679
   328     0  2  2  4569
   330     0  2  2  4510
   332     0  2  2  4555
   334     0  2  2  4662
   336     0  2  2  4724
   338     0  2  2  4719
   340     0  2  2  4771
   342     0  2  2  4848
   344     0  2  2  4925
   346     0  2  2  5075
   348     0  2  2  5284
   350     0  2  2  5515
   352     0  2  2  5644
   354     0  2  2  5654
   356     0  2  2  5482
   358     0  2  2  5273
   360     0  2  2  5156
   362     0  2  2  5100
   364     0  2  2  5040
   366     0  2  2  4962
   368     0  2  2  4889
   370     0  2  2  4792
   372     0  2  2  4700
   374     0  2  2  4667
   376     0  2  2  4680
   378     0  2  2  4680
   380     0  2  2  4672
   382     0  2  2  4706
   384     0  2  2  4754
   386     0  2  2  4755
   388     0  2  2  4735
   390     0  2  2  4758
   392     0  2  2  4810
   394     0  2  2  4808
   396     0  2  2  4742
   398     0  2  2  4729
   400     0  2  2  4863
   402     0  2  2  5035
   404     0  2  2  5052
   406     0  2  2  4953
   408     0  2  2  4932
   410     0  2  2  5006
   412     0  2  2  5075
   414     0  2  2  5079
   416     0  2  2  5041
   418     0  2  2  5021
   420     0  2  2  5055
   422     0  2  2  5103
   424     0  2  2  5108
   426     0  2  2  5099
   428     0  2  2  5127
   430     0  2  2  5185
   432     0  2  2  5180
   434     0  2  2  4977
   436     0  2  2  4459
   438     0  2  2  3902
   440     0  2  2  3655
   442     0  2  2  3929
   444     0  2  2  4420
   446     0  2  2  4790
   448     0  2  2  4947
   450     0  2  2  5005
   452     0  2  2  5010
   454     0  2  2  5032
   456     0  2  2  5042
   458     0  2  2  4979
   460     0  2  2  4874
   462     0  2  2  4795
   464     0  2  2  4780
   466     0  2  2  4839
   468     0  2  2  4887
   470     0  2  2  4903
   472     0  2  2  4968
   474     0  2  2  5140
   476     0  2  2  5315
   478     0  2  2  5391
   480     0  2  2  5404
   482     0  2  2  5387
   484     0  2  2  5389
   486     0  2  2  5469
     0     2  2  2  3661
     2     2  2  2  3540
     4     2  2  2  3292
     6     2  2  2  3263
     8     2  2  2  3557
    10     2  2  2  3868
    12     2  2  2  3979
    14     2  2  2  3941
    16     2  2  2  3829
    18     2  2  2  3716
    20     2  2  2  3556
    22     2  2  2  3387
    24     2  2  2  3328
    26     2  2  2  3384
    28     2  2  2  3519
    30     2  2  2  3643
    32     2  2  2  3611
    34     2  2  2  3614
    36     2  2  2  3760
    38     2  2  2  3848
    40     2  2  2  3831
    42     2  2  2  3764
    44     2  2  2  3712
    46     2  2  2  3697
    48     2  2  2  3680
    50     2  2  2  3675
    52     2  2  2  3690
    54     2  2  2  3755
    56     2  2  2  3794
    58     2  2  2  3758
    60     2  2  2  3679
    62     2  2  2  3569
    64     2  2  2  3437
    66     2  2  2  3370
    68     2  2  2  3397
    70     2  2  2  3392
    72     2  2  2  3411
    74     2  2  2  3647
    76     2  2  2  3960
    78     2  2  2  4056
    80     2  2  2  3947
    82     2  2  2  3860
    84     2  2  2  3905
    86     2  2  2  3998
    88     2  2  2  4026
    90     2  2  2  4007
    92     2  2  2  4069
    94     2  2  2  4260
    96     2  2  2  4422
    98     2  2  2  4424
   100     2  2  2  4382
   102     2  2  2  4350
   104     2  2  2  4224
   106     2  2  2  4067
   108     2  2  2  4007
   110     2  2  2  3960
