      5384         12       1500        290       3582
       476         24          1        499        503          1          3          1
       477         24          1        499        503          2          4          1
       476         25          1        503          1          3        510          1
       477         25          1        503          2          4        510          1
       476         26          1          1          3        510       1158          1
       477         26          1          2          4        510       1158          1
       480        158          1       1163        514          5          7          1
       481        158          1       1163        514          6          8          1
       480        159          1        514          5          7        521          1
       481        159          1        514          6          8        521          1
       480        160          1          5          7        521        525          1
       481        160          1          6          8        521        525          1
         0          0          2         -1         -1          9        253          2
         2          0          2         -1         -1         10        254          2
         4          0          2         -1         -1         11        255          2
         6          0          2         -1         -1         12        256          2
         8          0          2         -1         -1         13        257          2
        10          0          2         -1         -1         14        258          2
        12          0          2         -1         -1         15        259          2
        14          0          2         -1         -1         16        260          2
        16          0          2         -1         -1         17        261          2
        18          0          2         -1         -1         18        262          2
        20          0          2         -1         -1         19        263          2
        22          0          2         -1         -1         20        264          2
        24          0          2         -1         -1         21        265          2
        26          0          2         -1         -1         22        266          2
        28          0          2         -1         -1         23        267          2
        30          0          2         -1         -1         24        268          2
        32          0          2         -1         -1         25        269          2
        34          0          2         -1         -1         26        270          2
        36          0          2         -1         -1         27        271          2
        38          0          2         -1         -1         28        272          2
        40          0          2         -1         -1         29        273          2
        42          0          2         -1         -1         30        274          2
        44          0          2         -1         -1         31        275          2
        46          0          2         -1         -1         32        276          2
        48          0          2         -1         -1         33        277          2
        50          0          2         -1         -1         34        278          2
        52          0          2         -1         -1         35        279          2
        54          0          2         -1         -1         36        280          2
        56          0          2         -1         -1         37        281          2
        58          0          2         -1         -1         38        282          2
        60          0          2         -1         -1         39        283          2
        62          0          2         -1         -1         40        284          2
        64          0          2         -1         -1         41        285          2
        66          0          2         -1         -1         42        286          2
        68          0          2         -1         -1         43        287          2
        70          0          2         -1         -1         44        288          2
        72          0          2         -1         -1         45        289          2
        74          0          2         -1         -1         46        290          2
        76          0          2         -1         -1         47        291          2
        78          0          2         -1         -1         48        292          2
        80          0          2         -1         -1         49        293          2
        82          0          2         -1         -1         50        294          2
        84          0          2         -1         -1         51        295          2
        86          0          2         -1         -1         52        296          2
        88          0          2         -1         -1         53        297          2
        90          0          2         -1         -1         54        298          2
        92          0          2         -1         -1         55        299          2
        94          0          2         -1         -1         56        300          2
        96          0          2         -1         -1         57        301          2
        98          0          2         -1         -1         58        302          2
       100          0          2         -1         -1         59        303          2
       102          0          2         -1         -1         60        304          2
       104          0          2         -1         -1         61        305          2
       106          0          2         -1         -1         62        306          2
       108          0          2         -1         -1         63        307          2
       110          0          2         -1         -1         64        308          2
       112          0          2         -1         -1         65        309          2
       114          0          2         -1         -1         66        310          2
       116          0          2         -1         -1         67        311          2
       118          0          2         -1         -1         68        312          2
       120          0          2         -1         -1         69        313          2
       122          0          2         -1         -1         70        314          2
       124          0          2         -1         -1         71        315          2
       126          0          2         -1         -1         72        316          2
       128          0          2         -1         -1         73        317          2
       130          0          2         -1         -1         74        318          2
       132          0          2         -1         -1         75        319          2
       134          0          2         -1         -1         76        320          2
       136          0          2         -1         -1         77        321          2
       138          0          2         -1         -1         78        322          2
       140          0          2         -1         -1         79        323          2
       142          0          2         -1         -1         80        324          2
       144          0          2         -1         -1         81        325          2
       146          0          2         -1         -1         82        326          2
       148          0          2         -1         -1         83        327          2
       150          0          2         -1         -1         84        328          2
       152          0          2         -1         -1         85        329          2
       154          0          2         -1         -1         86        330          2
       156          0          2         -1         -1         87        331          2
       158          0          2         -1         -1         88        332          2
       160          0          2         -1         -1         89        333          2
       162          0          2         -1         -1         90        334          2
       164          0          2         -1         -1         91        335          2
       166          0          2         -1         -1         92        336          2
       168          0          2         -1         -1         93        337          2
       170          0          2         -1         -1         94        338          2
       172          0          2         -1         -1         95        339          2
       174          0          2         -1         -1         96        340          2
       176          0          2         -1         -1         97        341          2
       178          0          2         -1         -1         98        342          2
       180          0          2         -1         -1         99        343          2
       182          0          2         -1         -1        100        344          2
       184          0          2         -1         -1        101        345          2
       186          0          2         -1         -1        102        346          2
       188          0          2         -1         -1        103        347          2
       190          0          2         -1         -1        104        348          2
       192          0          2         -1         -1        105        349          2
       194          0          2         -1         -1        106        350          2
       196          0          2         -1         -1        107        351          2
       198          0          2         -1         -1        108        352          2
       200          0          2         -1         -1        109        353          2
       202          0          2         -1         -1        110        354          2
       204          0          2         -1         -1        111        355          2
       206          0          2         -1         -1        112        356          2
       208          0          2         -1         -1        113        357          2
       210          0          2         -1         -1        114        358          2
       212          0          2         -1         -1        115        359          2
       214          0          2         -1         -1        116        360          2
       216          0          2         -1         -1        117        361          2
       218          0          2         -1         -1        118        362          2
       220          0          2         -1         -1        119        363          2
       222          0          2         -1         -1        120        364          2
       224          0          2         -1         -1        121        365          2
       226          0          2         -1         -1        122        366          2
       228          0          2         -1         -1        123        367          2
       230          0          2         -1         -1        124        368          2
       232          0          2         -1         -1        125        369          2
       234          0          2         -1         -1        126        370          2
       236          0          2         -1         -1        127        371          2
       238          0          2         -1         -1        128        372          2
       240          0          2         -1         -1        129        373          2
       242          0          2         -1         -1        130        374          2
       244          0          2         -1         -1        131        375          2
       246          0          2         -1         -1        132        376          2
       248          0          2         -1         -1        133        377          2
       250          0          2         -1         -1        134        378          2
       252          0          2         -1         -1        135        379          2
       254          0          2         -1         -1        136        380          2
       256          0          2         -1         -1        137        381          2
       258          0          2         -1         -1        138        382          2
       260          0          2         -1         -1        139        383          2
       262          0          2         -1         -1        140        384          2
       264          0          2         -1         -1        141        385          2
       266          0          2         -1         -1        142        386          2
       268          0          2         -1         -1        143        387          2
       270          0          2         -1         -1        144        388          2
       272          0          2         -1         -1        145        389          2
       274          0          2         -1         -1        146        390          2
       276          0          2         -1         -1        147        391          2
       278          0          2         -1         -1        148        392          2
       280          0          2         -1         -1        149        393          2
       282          0          2         -1         -1        150        394          2
       284          0          2         -1         -1        151        395          2
       286          0          2         -1         -1        152        396          2
       288          0          2         -1         -1        153        397          2
       290          0          2         -1         -1        154        398          2
       292          0          2         -1         -1        155        399          2
       294          0          2         -1         -1        156        400          2
       296          0          2         -1         -1        157        401          2
       298          0          2         -1         -1        158        402          2
       300          0          2         -1         -1        159        403          2
       302          0          2         -1         -1        160        404          2
       304          0          2         -1         -1        161        405          2
       306          0          2         -1         -1        162        406          2
       308          0          2         -1         -1        163        407          2
       310          0          2         -1         -1        164        408          2
       312          0          2         -1         -1        165        409          2
       314          0          2         -1         -1        166        410          2
       316          0          2         -1         -1        167        411          2
       318          0          2         -1         -1        168        412          2
       320          0          2         -1         -1        169        413          2
       322          0          2         -1         -1        170        414          2
       324          0          2         -1         -1        171        415          2
       326          0          2         -1         -1        172        416          2
       328          0          2         -1         -1        173        417          2
       330          0          2         -1         -1        174        418          2
       332          0          2         -1         -1        175        419          2
       334          0          2         -1         -1        176        420          2
       336          0          2         -1         -1        177        421          2
       338          0          2         -1         -1        178        422          2
       340          0          2         -1         -1        179        423          2
       342          0          2         -1         -1        180        424          2
       344          0          2         -1         -1        181        425          2
       346          0          2         -1         -1        182        426          2
       348          0          2         -1         -1        183        427          2
       350          0          2         -1         -1        184        428          2
       352          0          2         -1         -1        185        429          2
       354          0          2         -1         -1        186        430          2
       356          0          2         -1         -1        187        431          2
       358          0          2         -1         -1        188        432          2
       360          0          2         -1         -1        189        433          2
       362          0          2         -1         -1        190        434          2
       364          0          2         -1         -1        191        435          2
       366          0          2         -1         -1        192        436          2
       368          0          2         -1         -1        193        437          2
       370          0          2         -1         -1        194        438          2
       372          0          2         -1         -1        195        439          2
       374          0          2         -1         -1        196        440          2
       376          0          2         -1         -1        197        441          2
       378          0          2         -1         -1        198        442          2
       380          0          2         -1         -1        199        443          2
       382          0          2         -1         -1        200        444          2
       384          0          2         -1         -1        201        445          2
       386          0          2         -1         -1        202        446          2
       388          0          2         -1         -1        203        447          2
       390          0          2         -1         -1        204        448          2
       392          0          2         -1         -1        205        449          2
       394          0          2         -1         -1        206        450          2
       396          0          2         -1         -1        207        451          2
       398          0          2         -1         -1        208        452          2
       400          0          2         -1         -1        209        453          2
       402          0          2         -1         -1        210        454          2
       404          0          2         -1         -1        211        455          2
       406          0          2         -1         -1        212        456          2
       408          0          2         -1         -1        213        457          2
       410          0          2         -1         -1        214        458          2
       412          0          2         -1         -1        215        459          2
       414          0          2         -1         -1        216        460          2
       416          0          2         -1         -1        217        461          2
       418          0          2         -1         -1        218        462          2
       420          0          2         -1         -1        219        463          2
       422          0          2         -1         -1        220        464          2
       424          0          2         -1         -1        221        465          2
       426          0          2         -1         -1        222        466          2
       428          0          2         -1         -1        223        467          2
       430          0          2         -1         -1        224        468          2
       432          0          2         -1         -1        225        469          2
       434          0          2         -1         -1        226        470          2
       436          0          2         -1         -1        227        471          2
       438          0          2         -1         -1        228        472          2
       440          0          2         -1         -1        229        473          2
       442          0          2         -1         -1        230        474          2
       444          0          2         -1         -1        231        475          2
       446          0          2         -1         -1        232        476          2
       448          0          2         -1         -1        233        477          2
       450          0          2         -1         -1        234        478          2
       452          0          2         -1         -1        235        479          2
       454          0          2         -1         -1        236        480          2
       456          0          2         -1         -1        237        481          2
       458          0          2         -1         -1        238        482          2
       460          0          2         -1         -1        239        483          2
       462          0          2         -1         -1        240        484          2
       464          0          2         -1         -1        241        485          2
       466          0          2         -1         -1        242        486          2
       468          0          2         -1         -1        243        487          2
       470          0          2         -1         -1        244        488          2
       472          0          2         -1         -1        245        489          2
       474          0          2         -1         -1        246        490          2
       476          0          2         -1         -1        247        491          2
       478          0          2         -1         -1        248        492          2
       480          0          2         -1         -1        249        493          2
       482          0          2         -1         -1        250        494          2
       484          0          2         -1         -1        251        495          2
       486          0          2         -1         -1        252        496          2
         0          2          2         -1          9        253       1015          2
         2          2          2         -1         10        254       1015          2
         4          2          2         -1         11        255       1016          2
         6          2          2         -1         12        256       1016          2
         8          2          2         -1         13        257       1017          2
        10          2          2         -1         14        258       1017          2
        12          2          2         -1         15        259       1018          2
        14          2          2         -1         16        260       1018          2
        16          2          2         -1         17        261       1019          2
        18          2          2         -1         18        262       1019          2
        20          2          2         -1         19        263       1020          2
        22          2          2         -1         20        264       1020          2
        24          2          2         -1         21        265       1021          2
        26          2          2         -1         22        266       1021          2
        28          2          2         -1         23        267       1022          2
        30          2          2         -1         24        268       1022          2
        32          2          2         -1         25        269       1023          2
        34          2          2         -1         26        270       1023          2
        36          2          2         -1         27        271       1024          2
        38          2          2         -1         28        272       1024          2
        40          2          2         -1         29        273       1025          2
        42          2          2         -1         30        274       1025          2
        44          2          2         -1         31        275       1026          2
        46          2          2         -1         32        276       1026          2
        48          2          2         -1         33        277       1027          2
        50          2          2         -1         34        278       1027          2
        52          2          2         -1         35        279       1028          2
        54          2          2         -1         36        280       1028          2
        56          2          2         -1         37        281       1029          2
        58          2          2         -1         38        282       1029          2
        60          2          2         -1         39        283       1030          2
        62          2          2         -1         40        284       1030          2
        64          2          2         -1         41        285       1031          2
        66          2          2         -1         42        286       1031          2
        68          2          2         -1         43        287       1032          2
        70          2          2         -1         44        288       1032          2
        72          2          2         -1         45        289       1033          2
        74          2          2         -1         46        290       1033          2
        76          2          2         -1         47        291       1034          2
        78          2          2         -1         48        292       1034          2
        80          2          2         -1         49        293       1035          2
        82          2          2         -1         50        294       1035          2
        84          2          2         -1         51        295       1036          2
        86          2          2         -1         52        296       1036          2
        88          2          2         -1         53        297       1037          2
        90          2          2         -1         54        298       1037          2
        92          2          2         -1         55        299       1038          2
        94          2          2         -1         56        300       1038          2
        96          2          2         -1         57        301       1039          2
        98          2          2         -1         58        302       1039          2
       100          2          2         -1         59        303       1040          2
       102          2          2         -1         60        304       1040          2
       104          2          2         -1         61        305       1041          2
       106          2          2         -1         62        306       1041          2
       108          2          2         -1         63        307       1042          2
       110          2          2         -1         64        308       1042          2
       112          2          2         -1         65        309       1043          2
       114          2          2         -1         66        310       1043          2
       116          2          2         -1         67        311       1044          2
       118          2          2         -1         68        312       1044          2
       120          2          2         -1         69        313       1045          2
       122          2          2         -1         70        314       1045          2
       124          2          2         -1         71        315       1046          2
       126          2          2         -1         72        316       1046          2
       128          2          2         -1         73        317       1047          2
       130          2          2         -1         74        318       1047          2
       132          2          2         -1         75        319       1048          2
       134          2          2         -1         76        320       1048          2
       136          2          2         -1         77        321       1049          2
       138          2          2         -1         78        322       1049          2
       140          2          2         -1         79        323       1050          2
       142          2          2         -1         80        324       1050          2
       144          2          2         -1         81        325       1051          2
       146          2          2         -1         82        326       1051          2
       148          2          2         -1         83        327       1052          2
       150          2          2         -1         84        328       1052          2
       152          2          2         -1         85        329       1053          2
       154          2          2         -1         86        330       1053          2
       156          2          2         -1         87        331       1054          2
       158          2          2         -1         88        332       1054          2
       160          2          2         -1         89        333       1055          2
       162          2          2         -1         90        334       1055          2
       164          2          2         -1         91        335       1056          2
       166          2          2         -1         92        336       1056          2
       168          2          2         -1         93        337       1057          2
       170          2          2         -1         94        338       1057          2
       172          2          2         -1         95        339       1058          2
       174          2          2         -1         96        340       1058          2
       176          2          2         -1         97        341       1059          2
       178          2          2         -1         98        342       1059          2
       180          2          2         -1         99        343       1060          2
       182          2          2         -1        100        344       1060          2
       184          2          2         -1        101        345       1061          2
       186          2          2         -1        102        346       1061          2
       188          2          2         -1        103        347       1062          2
       190          2          2         -1        104        348       1062          2
       192          2          2         -1        105        349       1063          2
       194          2          2         -1        106        350       1063          2
       196          2          2         -1        107        351       1064          2
